tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,year,winner_overall_elo,loser_overall_elo,overall_elo_difference,winner_grass_elo,loser_grass_elo,grass_elo_difference,winner_grass_win_pct,loser_grass_win_pct,winner_recent_form,loser_recent_form,higher_overall_elo_won,higher_grass_elo_won,winner_grass_first_serve_in_pct,winner_grass_first_serve_won_pct,winner_grass_second_serve_won_pct,winner_grass_ace_rate,loser_grass_first_serve_in_pct,loser_grass_first_serve_won_pct,loser_grass_second_serve_won_pct,loser_grass_ace_rate,tour
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,155.0,200282.0,9.0,,Alex De Minaur,R,183.0,AUS,25.3,105902.0,,LL,James Duckworth,R,183.0,AUS,32.4,7-6(1) 7-6(3) 7-6(4),5.0,R128,184.0,16.0,7.0,124.0,63.0,51.0,30.0,17.0,4.0,7.0,9.0,4.0,173.0,100.0,64.0,34.0,19.0,16.0,19.0,9.0,3830.0,81.0,728.0,2024.0,,,,,,,,,,,,,0.563,0.7641,0.5454,0.0517,0.5829,0.7285,0.5309,0.0882,ATP
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,154.0,144719.0,,,Jaume Munar,R,183.0,ESP,27.1,126129.0,,WC,Billy Harris,R,193.0,GBR,29.4,6-4 6-4 3-6 6-3,5.0,R128,166.0,12.0,3.0,102.0,67.0,57.0,21.0,19.0,4.0,5.0,9.0,3.0,147.0,98.0,68.0,22.0,19.0,15.0,18.0,63.0,835.0,116.0,545.0,2024.0,,,,,,,,,,,,,0.6138,0.6948,0.4674,0.0535,0.6399,0.7462,0.5823,0.0871,ATP
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,153.0,106298.0,,Q,Lucas Pouille,R,185.0,FRA,30.3,111513.0,,,Laslo Djere,R,188.0,SRB,29.0,3-6 7-6(4) 3-6 6-3 6-1,5.0,R128,170.0,11.0,4.0,136.0,79.0,57.0,30.0,24.0,8.0,14.0,12.0,7.0,137.0,86.0,58.0,26.0,22.0,9.0,15.0,212.0,284.0,51.0,936.0,2024.0,,,,,,,,,,,,,0.632,0.7158,0.5132,0.0751,0.6101,0.7489,0.524,0.0796,ATP
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,152.0,106423.0,,,Thanasi Kokkinakis,R,193.0,AUS,28.2,200000.0,17.0,,Felix Auger Aliassime,R,193.0,CAN,23.8,4-6 5-7 7-6(9) 6-4 6-4,5.0,R128,278.0,19.0,4.0,155.0,97.0,79.0,31.0,27.0,5.0,8.0,22.0,8.0,169.0,111.0,89.0,28.0,27.0,7.0,10.0,93.0,639.0,17.0,2075.0,2024.0,,,,,,,,,,,,,0.6347,0.8269,0.4447,0.1532,0.6634,0.7891,0.4998,0.1835,ATP
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,151.0,126128.0,,,Roman Safiullin,R,185.0,RUS,26.8,202103.0,26.0,,Francisco Cerundolo,R,185.0,ARG,25.8,6-7(5) 3-6 7-5 6-3 6-4,5.0,R128,206.0,11.0,3.0,148.0,100.0,76.0,29.0,26.0,7.0,10.0,13.0,8.0,179.0,109.0,78.0,33.0,26.0,14.0,19.0,44.0,1045.0,30.0,1315.0,2024.0,,,,,,,,,,,,,0.655,0.753,0.5475,0.091,0.6357,0.693,0.4695,0.0429,ATP
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,150.0,207830.0,,,Tomas Machac,R,183.0,CZE,23.7,105676.0,,LL,David Goffin,R,180.0,BEL,33.5,3-6 3-6 6-4 6-1 7-6(5),5.0,R128,197.0,6.0,2.0,164.0,103.0,60.0,30.0,24.0,6.0,15.0,10.0,8.0,159.0,91.0,58.0,28.0,23.0,16.0,25.0,39.0,1214.0,83.0,694.0,2024.0,,,,,,,,,,,,,0.6778,0.5867,0.4886,0.0508,0.5907,0.6942,0.4918,0.0634,ATP
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,149.0,209950.0,,,Arthur Fils,R,185.0,FRA,20.0,208502.0,,,Dominic Stricker,L,183.0,SUI,21.8,6-3 6-2 3-6 6-4,5.0,R128,126.0,15.0,2.0,110.0,79.0,63.0,16.0,18.0,5.0,6.0,11.0,6.0,105.0,62.0,48.0,19.0,18.0,6.0,10.0,34.0,1250.0,149.0,400.0,2024.0,,,,,,,,,,,,,0.6046,0.7514,0.5058,0.0822,0.5641,0.7762,0.4802,0.1049,ATP
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,148.0,128034.0,7.0,,Hubert Hurkacz,R,196.0,POL,27.3,105430.0,,Q,Radu Albot,R,175.0,MDA,34.6,5-7 6-4 6-3 6-4,5.0,R128,169.0,24.0,3.0,122.0,78.0,66.0,20.0,21.0,3.0,5.0,0.0,7.0,111.0,68.0,48.0,24.0,20.0,1.0,5.0,7.0,4235.0,144.0,406.0,2024.0,,,,,,,,,,,,,0.6822,0.8145,0.5482,0.2042,0.6159,0.647,0.4824,0.0082,ATP
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,147.0,100644.0,4.0,,Alexander Zverev,R,198.0,GER,27.1,106148.0,,,Roberto Carballes Baena,R,183.0,ESP,31.2,6-2 6-4 6-2,5.0,R128,113.0,18.0,2.0,69.0,51.0,44.0,11.0,13.0,5.0,5.0,7.0,3.0,95.0,53.0,30.0,22.0,13.0,9.0,14.0,4.0,6905.0,64.0,826.0,2024.0,,,,,,,,,,,,,0.7048,0.8268,0.5889,0.153,0.5822,0.6862,0.5486,0.0477,ATP
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,146.0,106218.0,,,Marcos Giron,R,180.0,USA,30.9,211902.0,,WC,Henry Searle,L,193.0,GBR,18.2,3-6 6-3 6-4 6-4,5.0,R128,147.0,10.0,1.0,114.0,73.0,60.0,21.0,19.0,5.0,6.0,17.0,5.0,122.0,70.0,53.0,25.0,19.0,9.0,12.0,46.0,1020.0,539.0,73.0,2024.0,,,,,,,,,,,,,0.6024,0.7685,0.516,0.0797,0.5924,0.6816,0.4071,0.0697,ATP
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,145.0,111815.0,,,Cameron Norrie,L,188.0,GBR,28.8,207680.0,,,Facundo Diaz Acosta,L,183.0,ARG,23.5,7-5 7-5 6-3,5.0,R128,137.0,4.0,5.0,80.0,54.0,41.0,14.0,16.0,1.0,5.0,3.0,7.0,108.0,70.0,38.0,17.0,17.0,5.0,13.0,42.0,1070.0,67.0,808.0,2024.0,,,,,,,,,,,,,0.6675,0.754,0.5184,0.0734,0.6481,0.5429,0.4474,0.0278,ATP
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,128.0,132283.0,,,Lorenzo Sonego,R,191.0,ITA,29.1,208363.0,31.0,,Mariano Navone,R,178.0,ARG,23.3,6-4 7-6(2) 6-4,5.0,R128,144.0,8.0,3.0,96.0,71.0,54.0,16.0,17.0,3.0,4.0,8.0,1.0,112.0,72.0,48.0,19.0,15.0,8.0,11.0,54.0,881.0,32.0,1282.0,2024.0,,,,,,,,,,,,,0.7231,0.7535,0.5196,0.1052,0.6036,0.6382,0.4026,0.0599,ATP
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,144.0,207733.0,28.0,,Jack Draper,L,193.0,GBR,22.5,111200.0,,Q,Elias Ymer,R,185.0,SWE,28.2,3-6 6-3 6-3 4-6 6-3,5.0,R128,198.0,14.0,3.0,132.0,80.0,60.0,27.0,23.0,6.0,11.0,13.0,7.0,151.0,86.0,56.0,30.0,23.0,10.0,17.0,28.0,1461.0,205.0,293.0,2024.0,,,,,,,,,,,,,0.6321,0.849,0.5411,0.1594,0.5695,0.6512,0.4615,0.0861,ATP
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,142.0,207925.0,,,Flavio Cobolli,R,183.0,ITA,22.1,208014.0,,,Rinky Hijikata,R,178.0,AUS,23.3,7-5 4-6 6-4 6-4,5.0,R128,175.0,13.0,2.0,126.0,61.0,46.0,40.0,21.0,4.0,6.0,12.0,6.0,148.0,85.0,63.0,29.0,21.0,14.0,18.0,48.0,980.0,77.0,751.0,2024.0,,,,,,,,,,,,,0.5339,0.7625,0.559,0.0874,0.5973,0.7239,0.4746,0.0487,ATP
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,141.0,126239.0,,,Arthur Rinderknech,R,196.0,FRA,28.9,105453.0,,,Kei Nishikori,R,178.0,JPN,34.5,5-7 6-4 6-7(2) 6-3 6-2,5.0,R128,210.0,33.0,2.0,140.0,97.0,73.0,28.0,26.0,5.0,8.0,5.0,5.0,175.0,124.0,76.0,31.0,25.0,14.0,20.0,76.0,754.0,401.0,118.0,2024.0,,,,,,,,,,,,,0.6368,0.8011,0.4471,0.1486,0.7086,0.6129,0.6078,0.0286,ATP
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,140.0,126203.0,13.0,,Taylor Fritz,R,196.0,USA,26.6,106331.0,,,Christopher Oconnell,R,183.0,AUS,30.0,6-1 6-2 6-4,5.0,R128,91.0,18.0,2.0,63.0,38.0,36.0,17.0,13.0,2.0,2.0,3.0,2.0,88.0,56.0,33.0,12.0,12.0,3.0,8.0,12.0,3350.0,79.0,733.0,2024.0,,,,,,,,,,,,,0.6391,0.8299,0.588,0.1689,0.6505,0.7447,0.5337,0.07,ATP
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,138.0,200325.0,,,Emil Ruusuvuori,R,188.0,FIN,25.2,111456.0,,,Mackenzie Mcdonald,R,178.0,USA,29.2,7-6(6) 4-6 5-7 7-6(6) 6-3,5.0,R128,224.0,14.0,6.0,182.0,122.0,86.0,32.0,27.0,4.0,8.0,14.0,1.0,170.0,117.0,84.0,32.0,28.0,4.0,8.0,87.0,683.0,96.0,626.0,2024.0,,,,,,,,,,,,,0.6273,0.7424,0.5702,0.0774,0.6212,0.7172,0.5222,0.0683,ATP
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,137.0,106415.0,,,Yoshihito Nishioka,L,170.0,JPN,28.7,132686.0,,,Nuno Borges,R,185.0,POR,27.3,6-2 7-6(6) 2-6 6-3,5.0,R128,148.0,3.0,1.0,126.0,77.0,53.0,29.0,19.0,6.0,9.0,21.0,7.0,112.0,72.0,58.0,16.0,18.0,7.0,11.0,90.0,659.0,50.0,936.0,2024.0,,,,,,,,,,,,,0.656,0.6857,0.5699,0.0383,0.6875,0.7376,0.4856,0.1066,ATP
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,136.0,208659.0,,LL,Giovanni Mpetshi Perricard,R,203.0,FRA,20.9,200624.0,20.0,,Sebastian Korda,R,196.0,USA,23.9,7-6(5) 6-7(4) 7-6(6) 6-7(4) 6-3,5.0,R128,201.0,51.0,10.0,195.0,138.0,116.0,29.0,30.0,11.0,11.0,18.0,4.0,171.0,112.0,95.0,35.0,27.0,3.0,4.0,58.0,853.0,21.0,1795.0,2024.0,,,,,,,,,,,,,0.6825,0.8215,0.5071,0.2389,0.6205,0.7989,0.5505,0.124,ATP
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,135.0,207518.0,25.0,,Lorenzo Musetti,R,185.0,ITA,22.3,106005.0,,,Constant Lestienne,R,180.0,FRA,32.1,4-6 7-6(4) 6-2 6-2,5.0,R128,187.0,12.0,0.0,137.0,90.0,57.0,24.0,19.0,11.0,16.0,3.0,5.0,133.0,77.0,54.0,18.0,19.0,7.0,15.0,25.0,1620.0,92.0,650.0,2024.0,,,,,,,,,,,,,0.6501,0.7428,0.5469,0.0612,0.6148,0.6571,0.4059,0.0342,ATP
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,134.0,209260.0,,,Luciano Darderi,R,183.0,ITA,22.3,123828.0,,WC,Jan Choinski,R,196.0,GBR,28.0,7-5 4-6 2-6 7-5 6-2,5.0,R128,210.0,17.0,8.0,143.0,92.0,72.0,24.0,25.0,9.0,14.0,6.0,4.0,176.0,126.0,84.0,23.0,25.0,16.0,22.0,37.0,1236.0,174.0,344.0,2024.0,,,,,,,,,,,,,0.5798,0.7456,0.4849,0.0894,0.6979,0.6316,0.5151,0.0502,ATP
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,133.0,200443.0,,,Adam Walton,R,183.0,AUS,25.2,105948.0,,,Federico Coria,R,180.0,ARG,32.3,6-3 6-3 7-5,5.0,R128,125.0,4.0,1.0,78.0,49.0,36.0,23.0,15.0,2.0,3.0,4.0,1.0,93.0,70.0,43.0,11.0,15.0,3.0,8.0,101.0,607.0,72.0,776.0,2024.0,,,,,,,,,,,,,0.6156,0.6927,0.5782,0.0441,0.6932,0.6196,0.4959,0.0265,ATP
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,132.0,207681.0,,,Francisco Comesana,R,178.0,ARG,23.7,126094.0,6.0,,Andrey Rublev,R,188.0,RUS,26.6,6-4 5-7 6-2 7-6(5),5.0,R128,179.0,21.0,2.0,136.0,95.0,70.0,22.0,20.0,8.0,10.0,6.0,4.0,131.0,72.0,56.0,29.0,22.0,1.0,5.0,122.0,529.0,6.0,4420.0,2024.0,,,,,,,,,,,,,0.6428,0.7177,0.5513,0.0997,0.6245,0.7682,0.4862,0.1079,ATP
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,131.0,134770.0,8.0,,Casper Ruud,R,183.0,NOR,25.5,106109.0,,Q,Alex Bolt,L,183.0,AUS,31.4,7-6(2) 6-4 6-4,5.0,R128,133.0,18.0,5.0,98.0,62.0,53.0,20.0,17.0,9.0,10.0,12.0,3.0,113.0,71.0,46.0,24.0,15.0,10.0,13.0,8.0,4025.0,234.0,252.0,2024.0,,,,,,,,,,,,,0.6066,0.7655,0.5274,0.1036,0.6131,0.7325,0.4956,0.0912,ATP
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,130.0,104926.0,,,Fabio Fognini,R,178.0,ITA,37.1,209414.0,,LL,Luca Van Assche,R,178.0,FRA,20.1,6-1 6-3 7-5,5.0,R128,124.0,12.0,7.0,106.0,63.0,46.0,21.0,14.0,10.0,11.0,7.0,8.0,100.0,69.0,41.0,14.0,14.0,8.0,14.0,94.0,635.0,104.0,585.0,2024.0,,,,,,,,,,,,,0.5781,0.7557,0.4953,0.0914,0.5945,0.6285,0.4653,0.0447,ATP
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,143.0,126214.0,24.0,,Alejandro Tabilo,L,188.0,CHI,27.0,105554.0,,,Daniel Evans,R,175.0,GBR,34.1,6-2 7-5 6-3,5.0,R128,136.0,13.0,2.0,90.0,59.0,49.0,18.0,15.0,7.0,7.0,5.0,7.0,95.0,41.0,30.0,25.0,14.0,5.0,9.0,19.0,1904.0,60.0,844.0,2024.0,,,,,,,,,,,,,0.6478,0.7942,0.4934,0.0993,0.4766,0.7534,0.5269,0.0629,ATP
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,222.0,207518.0,25.0,,Lorenzo Musetti,R,185.0,ITA,22.3,126203.0,13.0,,Taylor Fritz,R,196.0,USA,26.6,3-6 7-6(5) 6-2 3-6 6-1,5.0,QF,207.0,7.0,3.0,137.0,83.0,63.0,29.0,22.0,5.0,9.0,10.0,1.0,144.0,88.0,57.0,32.0,23.0,7.0,13.0,25.0,1620.0,12.0,3350.0,2024.0,,,,,,,,,,,,,0.6501,0.7428,0.5469,0.0612,0.6391,0.8299,0.588,0.1689,ATP
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,139.0,126774.0,11.0,,Stefanos Tsitsipas,R,193.0,GRE,25.8,106121.0,,,Taro Daniel,R,191.0,JPN,31.4,7-6(5) 6-4 7-5,5.0,R128,143.0,15.0,2.0,108.0,74.0,57.0,20.0,18.0,6.0,7.0,10.0,2.0,121.0,62.0,42.0,35.0,16.0,7.0,10.0,11.0,3745.0,84.0,692.0,2024.0,,,,,,,,,,,,,0.6539,0.7899,0.5843,0.1099,0.5519,0.6476,0.4638,0.0565,ATP
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,220.0,106421.0,5.0,,Daniil Medvedev,R,198.0,RUS,28.3,206173.0,1.0,,Jannik Sinner,R,191.0,ITA,22.8,6-7(7) 6-4 7-6(4) 2-6 6-3,5.0,QF,240.0,15.0,11.0,174.0,119.0,91.0,25.0,26.0,3.0,6.0,17.0,4.0,150.0,97.0,78.0,28.0,25.0,4.0,7.0,5.0,6445.0,1.0,9890.0,2024.0,,,,,,,,,,,,,0.6594,0.7567,0.5121,0.1217,0.6163,0.8038,0.5889,0.1194,ATP
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,219.0,104925.0,2.0,,Novak Djokovic,R,188.0,SRB,37.1,208029.0,15.0,,Holger Rune,R,188.0,DEN,21.1,6-3 6-4 6-2,5.0,R16,123.0,5.0,2.0,80.0,51.0,38.0,21.0,14.0,2.0,2.0,3.0,4.0,80.0,43.0,30.0,18.0,13.0,10.0,14.0,2.0,8360.0,15.0,2370.0,2024.0,,,,,,,,,,,,,0.6585,0.7922,0.5938,0.1021,0.6286,0.776,0.5492,0.0959,ATP
2024-540,Wimbledon,Grass,128.0,G,2024-07-01,218.0,200282.0,9.0,,Alex De Minaur,R,183.0,AUS,25.3,209950.0,,,Arthur Fils,R,185.0,FRA,20.0,6-2 6-4 4-6 6-3,5.0,R16,174.0,2.0,4.0,112.0,60.0,43.0,27.0,18.0,9.0,14.0,8.0,7.0,124.0,71.0,40.0,23.0,19.0,7.0,16.0,9.0,3830.0,34.0,1250.0,2024.0,,,,,,,,,,,,,0.563,0.7641,0.5454,0.0517,0.6046,0.7514,0.5058,0.0822,ATP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.1,1915.78,89.31999999999994,1733.78,1675.08,58.700000000000045,0.8888888888888888,0.6666666666666666,0.9,0.7,1.0,1.0,,,,,,,,,ATP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.1,1997.54,7.559999999999945,1733.78,1861.62,-127.83999999999992,0.8888888888888888,0.9285714285714286,0.9,0.7,1.0,0.0,,,,,,,,,ATP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.54,1686.44,311.0999999999999,1861.62,1616.92,244.69999999999982,0.9285714285714286,0.6842105263157895,0.7,0.7,1.0,1.0,,,,,,,,,ATP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.54,1887.52,110.01999999999998,1861.62,1658.12,203.5,0.9285714285714286,0.7222222222222222,0.7,0.8,1.0,1.0,,,,,,,,,ATP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.54,1580.38,417.15999999999985,1861.62,1400.35,461.27,0.9285714285714286,0.2222222222222222,0.7,0.3,1.0,1.0,,,,,,,,,ATP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.1,1824.75,180.3499999999999,1733.78,1654.49,79.28999999999996,0.8888888888888888,0.6956521739130435,0.9,0.8,1.0,1.0,,,,,,,,,ATP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1721.76,1618.77,102.99000000000001,1542.32,1495.12,47.200000000000045,0.75,0.4,0.7,0.5,1.0,1.0,,,,,,,,,ATP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1815.87,1516.55,299.31999999999994,1640.3,1437.06,203.24,0.6842105263157895,0.3,0.8,0.4,1.0,1.0,,,,,,,,,ATP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1608.19,1842.78,-234.58999999999992,1483.95,1576.47,-92.51999999999998,0.45454545454545453,0.5384615384615384,0.3,0.7,0.0,0.0,,,,,,,,,ATP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1562.77,1586.35,-23.579999999999927,1468.3,1439.43,28.86999999999989,0.25,0.4,0.7,0.4,0.0,1.0,,,,,,,,,ATP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1686.44,1620.75,65.69000000000005,1616.92,1481.0,135.92000000000007,0.6842105263157895,0.3333333333333333,0.7,0.6,1.0,1.0,,,,,,,,,ATP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1455.91,1463.25,-7.339999999999918,1500.0,1497.23,2.769999999999982,,0.5,0.0,0.16666666666666666,0.0,1.0,,,,,,,,,ATP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1584.4,1905.78,-321.3799999999999,1523.43,1473.39,50.039999999999964,0.3333333333333333,0.5,0.6,0.9,0.0,1.0,,,,,,,,,ATP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1595.01,1578.64,16.36999999999989,1625.96,1543.8,82.16000000000008,0.5833333333333334,0.46153846153846156,0.6,0.4,1.0,1.0,,,,,,,,,ATP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1649.94,1505.68,144.26,1626.63,1477.93,148.70000000000005,0.6956521739130435,0.0,0.5,0.4,1.0,1.0,,,,,,,,,ATP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1824.75,1512.01,312.74,1654.49,1500.0,154.49,0.6956521739130435,,0.8,0.5,1.0,1.0,,,,,,,,,ATP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1701.56,1559.87,141.69000000000005,1524.14,1490.93,33.210000000000036,0.4375,0.4444444444444444,0.3,0.4,1.0,1.0,,,,,,,,,ATP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1607.28,1634.94,-27.660000000000082,1546.99,1612.86,-65.86999999999989,0.5333333333333333,0.5909090909090909,0.5,0.4,0.0,0.0,,,,,,,,,ATP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1585.82,1579.38,6.439999999999827,1566.71,1524.93,41.77999999999997,0.6875,0.0,0.4,0.3,1.0,1.0,,,,,,,,,ATP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.1,1567.0,438.0999999999999,1733.78,1537.57,196.21000000000004,0.8888888888888888,0.5833333333333334,0.9,0.6,1.0,1.0,,,,,,,,,ATP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1915.78,1545.29,370.49,1675.08,1506.21,168.8699999999999,0.6666666666666666,0.5,0.7,0.6,1.0,1.0,,,,,,,,,ATP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1769.58,1643.89,125.68999999999983,1582.37,1498.31,84.05999999999995,0.6428571428571429,0.45454545454545453,0.7,0.5,1.0,1.0,,,,,,,,,ATP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1694.19,1541.18,153.01,1514.31,1496.69,17.61999999999989,0.75,0.5,0.5,0.3,1.0,1.0,,,,,,,,,ATP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1884.87,1565.42,319.4499999999998,1538.02,1520.31,17.710000000000036,0.6,0.6666666666666666,0.7,0.5,1.0,1.0,,,,,,,,,ATP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1658.56,1493.36,165.20000000000005,1446.4,1500.42,-54.01999999999998,0.3333333333333333,0.5,0.4,0.3,1.0,0.0,,,,,,,,,ATP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1596.98,1509.37,87.61000000000013,1544.49,1422.21,122.27999999999997,0.5454545454545454,0.0,0.6,0.4,1.0,1.0,,,,,,,,,ATP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1602.36,1728.28,-125.92000000000007,1479.86,1597.97,-118.11000000000013,0.42857142857142855,0.6875,0.5,0.6,0.0,0.0,,,,,,,,,ATP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2087.72,1735.23,352.4899999999998,1694.51,1751.86,-57.34999999999991,0.8095238095238095,0.6666666666666666,0.9,0.7,1.0,0.0,,,,,,,,,ATP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.54,1484.6,512.94,1861.62,1500.0,361.6199999999999,0.9285714285714286,,0.7,0.3,1.0,1.0,,,,,,,,,ATP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1485.53,1512.76,-27.230000000000018,1481.9,1500.0,-18.09999999999991,0.0,,0.0,0.5,0.0,0.0,,,,,,,,,ATP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1580.38,1614.79,-34.409999999999854,1400.35,1448.27,-47.92000000000007,0.2222222222222222,0.0,0.3,0.7,0.0,0.0,,,,,,,,,ATP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1597.43,1748.53,-151.0999999999999,1562.7,1653.76,-91.05999999999995,0.6153846153846154,0.8,0.4,0.7,0.0,0.0,,,,,,,,,ATP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1925.37,1608.03,317.3399999999999,1627.64,1517.42,110.22000000000003,0.7272727272727273,0.42857142857142855,0.9,0.4,1.0,1.0,,,,,,,,,ATP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1607.99,1870.87,-262.8799999999999,1494.36,1671.64,-177.2800000000002,0.42857142857142855,0.6666666666666666,0.4,0.8,0.0,0.0,,,,,,,,,ATP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1544.32,1716.83,-172.51,1519.11,1467.09,52.01999999999998,0.5,0.0,0.2,0.7,0.0,1.0,,,,,,,,,ATP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1686.44,1562.77,123.67000000000007,1616.92,1468.3,148.62000000000012,0.6842105263157895,0.25,0.7,0.7,1.0,1.0,,,,,,,,,ATP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1824.75,1595.01,229.74,1654.49,1625.96,28.529999999999973,0.6956521739130435,0.5833333333333334,0.8,0.6,1.0,1.0,,,,,,,,,ATP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.1,1701.56,303.53999999999996,1733.78,1524.14,209.63999999999987,0.8888888888888888,0.4375,0.9,0.3,1.0,1.0,,,,,,,,,ATP
